"EDGE_Zone","Family","Species","Common_name","RL_ID","RL_Category"
"Costa Rica-Panama","Hylidae","Isthmohyla debilis","Isla Bonita Treefrog",55462,"CR"
"Costa Rica-Panama","Hylidae","Isthmohyla graceae","Continental Divide Treefrog",55492,"CR"
"Costa Rica-Panama","Hylidae","Isthmohyla pictipes","Pico Blanco Treefrog",55603,"CR"
"Costa Rica-Panama","Hylidae","Isthmohyla tica","Starrett's Treefrog",55675,"CR"
"Costa Rica-Panama","Rallidae","Laterallus jamaicensis","Black Rail",22692353,"EN"
"Costa Rica-Panama","Ranidae","Lithobates vibicarius","Rancho Redondo Frog",58746,"EN"
"Costa Rica-Panama","Myrmecophagidae","Myrmecophaga tridactyla","Giant Anteater",14224,"VU"
"Costa Rica-Panama","Cuculidae","Neomorphus geoffroyi","Rufous-vented Ground-cuckoo",62144610,"VU"
"Costa Rica-Panama","Plethodontidae","Oedipina carablanca","Los Diamantes Worm Salamander",59308,"EN"
"Costa Rica-Panama","Plethodontidae","Oedipina gracilis",NA,59314,"EN"
"Costa Rica-Panama","Plethodontidae","Oedipina grandis","Cerro Pando Worm Salamander",59315,"EN"
"Costa Rica-Panama","Plethodontidae","Oedipina maritima","Maritime Worm Salamander",59317,"CR"
"Costa Rica-Panama","Dendrobatidae","Oophaga granulifera","Granular Poison Frog",55186,"VU"
"Costa Rica-Panama","Tapiridae","Tapirella bairdii","Baird's Tapir",21471,"EN"
"New Guinea","Pteropodidae","Aproteles bulmerae","Bulmer's Fruit Bat",1933,"CR"
"New Guinea","Testudines","Carettochelys insculpta","Pig-nosed Turtle",3898,"EN"
"New Guinea","Macropodidae","Dendrolagus goodfellowi","Goodfellow's Tree Kangaroo",6429,"EN"
"New Guinea","Macropodidae","Dendrolagus notatus",NA,136732,"EN"
"New Guinea","Macropodidae","Dendrolagus spadix","Lowlands Tree Kangaroo",6436,"VU"
"New Guinea","Accipitridae","Harpyopsis novaeguineae","Papuan Eagle",22696007,"VU"
"New Guinea","Meliphagidae","Macgregoria pulchra","Macgregor's Honeyeater",22706104,"VU"
"New Guinea","Paradisaeidae","Paradisornis rudolphi","Blue Bird-of-paradise",22706266,"VU"
"New Guinea","Phalangeridae","Phalanger matanim","Telefomin Cuscus",16851,"CR"
"New Guinea","Psittacidae","Psittrichas fulgidus","Pesquet's Parrot",22685025,"VU"
"New Guinea","Phalangeridae","Spilocuscus rufoniger","Black-spotted Cuscus",20639,"CR"
"New Guinea","Macropodidae","Thylogale browni","New Guinea Pademelon",21874,"VU"
"New Guinea","Macropodidae","Thylogale calabyi","Calaby's Pademelon",21873,"EN"
"New Guinea","Tachyglossidae","Zaglossus bartoni","Eastern Long-beaked Echidna",136552,"VU"
"Peruvian Amazon","Ardeidae","Agamia agami","Agami Heron",22697200,"VU"
"Peruvian Amazon","Atelidae","Ateles belzebuth","White-bellied Spider Monkey",2276,"EN"
"Peruvian Amazon","Atelidae","Ateles chamek","Black-faced Black Spider Monkey",41547,"EN"
"Peruvian Amazon","Iniidae","Inia geoffrensis","Amazon River Dolphin",10831,"EN"
"Peruvian Amazon","Squamata","Macropholidus annectens","Parker's Pholidobolus",178645,"EN"
"Peruvian Amazon","Crocodylia","Melanosuchus niger","Black Caiman",13053,"VU"
"Peruvian Amazon","Myrmecophagidae","Myrmecophaga tridactyla","Giant Anteater",14224,"VU"
"Peruvian Amazon","Testudines","Peltocephalus dumerilianus","Big-headed Amazon River Turtle",16511,"VU"
"Peruvian Amazon","Thamnophilidae","Percnostola arenarum","Allpahuayo Antbird",22730401,"VU"
"Peruvian Amazon","Testudines","Podocnemis expansa","South American River Turtle",17822,"VU"
"Peruvian Amazon","Testudines","Podocnemis sextuberculata","Six-tubercled Amazon River Turtle",17824,"VU"
"Peruvian Amazon","Testudines","Podocnemis unifilis","Yellow-spotted River Turtle",17825,"VU"
"Peruvian Amazon","Chlamyphoridae","Priodontes maximus","Giant Armadillo",18144,"VU"
"Peruvian Amazon","Mustelidae","Pteronura brasiliensis","Giant Otter",18711,"EN"
"Peruvian Amazon","Delphinidae","Sotalia fluviatilis","Tucuxi",190871,"EN"
"Peruvian Amazon","Tayassuidae","Tayassu pecari","White-lipped Peccary",41778,"VU"
"Peruvian Amazon","Trichechidae","Trichechus inunguis","Amazonian Manatee",22102,"VU"
"Philippines","Pteropodidae","Acerodon jubatus","Golden-capped Fruit Bat",139,"EN"
"Philippines","Cacatuidae","Cacatua haematuropygia","Philippine Cockatoo",22684795,"CR"
"Philippines","Chloropseidae","Chloropsis flavipennis","Philippine Leafbird",22704944,"VU"
"Philippines","Crocodylia","Crocodylus mindorensis","Philippine Crocodile",5672,"CR"
"Philippines","Testudines","Cuora amboinensis","Southeast Asian Box Turtle",5958,"EN"
"Philippines","Squamata","Draco mindanensis",NA,169783,"VU"
"Philippines","Pteropodidae","Eonycteris robusta","Philippine Dawn Bat",136768,"VU"
"Philippines","Columbidae","Gallicolumba crinigera","Mindanao Bleeding-heart",22690991,"VU"
"Philippines","Testudines","Heosemys spinosa","Spiny Turtle",9942,"EN"
"Philippines","Squamata","Hydrosaurus pustulatus","Sailfin Water Lizard",10335,"VU"
"Philippines","Cercopithecidae","Macaca fascicularis","Common Long-tailed Macaque",12551,"VU"
"Philippines","Pteropodidae","Megaerops wetmorei","White-collared Fruit Bat",12948,"VU"
"Philippines","Accipitridae","Nisaetus pinskeri","South Philippine Hawk-eagle",22734083,"EN"
"Philippines","Squamata","Ophiophagus hannah","King Cobra",177540,"VU"
"Philippines","Strigidae","Otus gurneyi","Giant Scops-owl",22688911,"VU"
"Philippines","Accipitridae","Pithecophaga jefferyi","Philippine Eagle",22696012,"CR"
"Philippines","Pittidae","Pitta steerii","Azure-breasted Pitta",22698644,"VU"
"Seychelles","Squamata","Archaius tigris","Tiger Chameleon",61425,"EN"
"Seychelles","Emballonuridae","Coleura seychellensis","Seychelles Sheath-tailed Bat",5112,"CR"
"Seychelles","Indotyphlidae","Hypogeophis brevis","Mahe Caecilian",59559,"EN"
"Seychelles","Squamata","Janetaescincus braueri","Brauer's Burrowing Skink",61437,"EN"
"Seychelles","Squamata","Janetaescincus veseyfitzgeraldi","Vesey-Fitzgerald's Burrowing Skink",61438,"EN"
"Seychelles","Squamata","Lycognathophis seychellensis","Seychelles Wolf Snake",61427,"EN"
"Seychelles","Strigidae","Otus insularis","Seychelles Scops-owl",22688667,"EN"
"Seychelles","Indotyphlidae","Praslinia cooperi","Cooper's Black Caecilian",59590,"EN"
"Seychelles","Sooglossidae","Sechellophryne gardineri","Gardiner's Seychelles Frog",20380,"EN"
"Seychelles","Sooglossidae","Sechellophryne pipilodryas","Seychelles Palm Frog",59048,"CR"
"Seychelles","Sooglossidae","Sooglossus sechellensis","Seychelles Frog",20381,"EN"
"Seychelles","Sooglossidae","Sooglossus thomasseti","Thomasset's Frog",14663,"CR"
"Sri Lanka","Bufonidae","Adenomus kandianus",NA,80161781,"EN"
"Sri Lanka","Bufonidae","Adenomus kelaartii","Kelaart's Toad",54459,"VU"
"Sri Lanka","Squamata","Calotes liocephalus","Spineless Forest Lizard",3630,"EN"
"Sri Lanka","Cuculidae","Centropus chlororhynchos","Green-billed Coucal",22684257,"VU"
"Sri Lanka","Squamata","Ceratophora aspera","Sri-lanka Horned Agama",170383,"VU"
"Sri Lanka","Squamata","Ceratophora tennentii","Tennent's Leaf-nosed Lizard",4178,"EN"
"Sri Lanka","Squamata","Cophotis dumbara","Dumbara Agama",169677,"CR"
"Sri Lanka","Soricidae","Crocidura hikmiya","Sinharaja White-toothed Shrew",136596,"EN"
"Sri Lanka","Soricidae","Crocidura miya","Sri Lankan Long-tailed Shrew",5608,"EN"
"Sri Lanka","Elephantidae","Elephas maximus","Asian Elephant",7140,"EN"
"Sri Lanka","Soricidae","Feroculus feroculus","Kelaart's Long-clawed Shrew",8553,"EN"
"Sri Lanka","Testudines","Geochelone elegans","Indian Star Tortoise",39430,"VU"
"Sri Lanka","Nyctibatrachidae","Lankanectes pera","Corrugated Frogs",163971035,"CR"
"Sri Lanka","Squamata","Lankascincus deignani","Deignan Tree Skink",178268,"EN"
"Sri Lanka","Ciconiidae","Leptoptilos javanicus","Lesser Adjutant",22697713,"VU"
"Sri Lanka","Lorisidae","Loris tardigradus","Red Slender Loris",12375,"EN"
"Sri Lanka","Manidae","Manis crassicaudata","Indian Pangolin",12761,"EN"
"Sri Lanka","Dicroglossidae","Nannophrys ceylonensis",NA,58389,"VU"
"Sri Lanka","Dicroglossidae","Nannophrys marmorata","Marbled Streamlined Frog",58391,"EN"
"Sri Lanka","Dicroglossidae","Nannophrys naeyakai","Sri Lanka Tribal Rock-frog",135839,"EN"
"Sri Lanka","Strigidae","Otus thilohoffmanni","Serendib Scops-owl",22732040,"EN"
"Sri Lanka","Felidae","Panthera pardus","Leopard",15954,"VU"
"Sri Lanka","Cuculidae","Phaenicophaeus pyrrhocephalus","Red-faced Malkoha",22684123,"VU"
"Sri Lanka","Rhacophoridae","Pseudophilautus bambaradeniyai","Bambaradeniya’s Shrub Frog",79101722,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus decoris",NA,58834,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus jagathgunawardanai","Jagath Gunawardana’s Shrub Frog",79101737,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus lunatus",NA,58866,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus macropus","Bigfoot Shrub Frog",58868,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus mooreorum",NA,61884,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus newtonjayawardanei","Newton Jayawardane’s Shrub Frog",79101755,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus ocularis",NA,58881,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus papillosus",NA,58885,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus samarakoon","Samrakoon’s Shrub Frog",79101771,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus sirilwijesundarai","Siril Wijesundara’s Shrub Frog",79101779,"CR"
"Sri Lanka","Rhacophoridae","Pseudophilautus stuarti","Stuart's Shrub Frog",61889,"CR"
"Sri Lanka","Cercopithecidae","Semnopithecus vetulus","Purple-faced Langur",22042,"EN"
"Sri Lanka","Soricidae","Solisorex pearsoni","Pearson's Long-clawed Shrew",20332,"EN"
"Sri Lanka","Muridae","Srilankamys ohiensis","Ohiya Rat",20688,"VU"
"Sri Lanka","Sturnidae","Sturnornis albofrontatus","White-faced Starling",22710844,"VU"
"Sri Lanka","Soricidae","Suncus fellowesgordoni","Ceylon Pygmy Shrew",21143,"EN"
"Sri Lanka","Rhacophoridae","Taruga eques","Montane Hour-glass Tree-frog",58946,"EN"
"Sri Lanka","Rhacophoridae","Taruga fastigo",NA,58947,"EN"
"Sri Lanka","Rhacophoridae","Taruga longinasus","Long-snouted Tree-frog",58954,"EN"
"Tanzania","Accipitridae","Aquila rapax","Tawny Eagle",22696033,"VU"
"Tanzania","Modulatricidae","Arcanator orostruthus","Dapple-throat",22715783,"VU"
"Tanzania","Petropedetidae","Arthroleptides martiensseni","Usambara Torrent Frog",58064,"EN"
"Tanzania","Petropedetidae","Arthroleptides yakusini",NA,58065,"EN"
"Tanzania","Arthroleptidae","Arthroleptis fichika","Hidden Squeaker Frog",175359,"EN"
"Tanzania","Arthroleptidae","Arthroleptis kidogo","Tiny Squeaker Frog",175360,"CR"
"Tanzania","Arthroleptidae","Arthroleptis tanneri","Tanzania Screeching Frog",54388,"EN"
"Tanzania","Arthroleptidae","Arthroleptis xenodactylus","Amani Screeching Frog",73343869,"EN"
"Tanzania","Cisticolidae","Artisornis moreaui","Long-billed Forest-warbler",103771879,"CR"
"Tanzania","Gruidae","Balearica regulorum","Grey Crowned Crane",22692046,"EN"
"Tanzania","Bucerotidae","Bucorvus leadbeateri","Southern Ground-hornbill",22682638,"VU"
"Tanzania","Brevicipitidae","Callulina hanseni",NA,193425,"CR"
"Tanzania","Brevicipitidae","Callulina meteora",NA,202410,"CR"
"Tanzania","Bufonidae","Churamiti maridadi",NA,54802,"CR"
"Tanzania","Cercopithecidae","Colobus angolensis","Angolan Colobus",5142,"VU"
"Tanzania","Rhinocerotidae","Diceros bicornis","Black Rhino",6557,"CR"
"Tanzania","Accipitridae","Gyps africanus","White-backed Vulture",22695189,"CR"
"Tanzania","Accipitridae","Gyps rueppelli","Rüppell's Vulture",22695207,"CR"
"Tanzania","Nectariniidae","Hedydipna pallidigaster","Amani Sunbird",22717653,"EN"
"Tanzania","Microhylidae","Hoplophryne rogersi","Usambara Blue-bellied Frog",57822,"EN"
"Tanzania","Microhylidae","Hoplophryne uluguruensis","Uluguru Blue-bellied Frog",57823,"EN"
"Tanzania","Hyliotidae","Hyliota usambara","Usambara Hyliota",22715457,"EN"
"Tanzania","Squamata","Kinyongia matschiei","Giant East Usambara Blade-horned Chameleon",172545,"EN"
"Tanzania","Squamata","Kinyongia multituberculata","West Usambara Blade-horned Chameleon",172574,"EN"
"Tanzania","Squamata","Kinyongia tenuis","Usambara Flap-nosed Chameleon",172552,"EN"
"Tanzania","Squamata","Kinyongia vosseleri","Vosseler's Blade-horned Chameleon",172525,"EN"
"Tanzania","Elephantidae","Loxodonta africana","African Savanna Elephant",12392,"VU"
"Tanzania","Testudines","Malacochersus tornieri","Pancake Tortoise",12696,"CR"
"Tanzania","Malaconotidae","Malaconotus alius","Uluguru Bush-shrike",22707747,"EN"
"Tanzania","Squamata","Melanoseps emmrichi","Uluguru Limbless Skink",16393900,"EN"
"Tanzania","Accipitridae","Necrosyrtes monachus","Hooded Vulture",22695185,"CR"
"Tanzania","Strigidae","Otus ireneae","Sokoke Scops-owl",22688565,"EN"
"Tanzania","Felidae","Panthera pardus","Leopard",15954,"VU"
"Tanzania","Microhylidae","Parhoplophryne usambarica","Amani Forest Frog",57946,"CR"
"Tanzania","Phrynobatrachidae","Phrynobatrachus krefftii",NA,58122,"EN"
"Tanzania","Accipitridae","Polemaetus bellicosus","Martial Eagle",22696116,"EN"
"Tanzania","Brevicipitidae","Probreviceps durirostris",NA,135988,"EN"
"Tanzania","Brevicipitidae","Probreviceps loveridgei",NA,136142,"EN"
"Tanzania","Brevicipitidae","Probreviceps macrodactylus","Usambara Big-fingered Frog",57980,"EN"
"Tanzania","Brevicipitidae","Probreviceps uluguruensis",NA,57983,"EN"
"Tanzania","Squamata","Rhampholeon acuminatus","Nguru Spiny Pygmy Chameleon",172524,"CR"
"Tanzania","Squamata","Rhampholeon spinosus","Usambara Spiny Pygmy Chameleon",176323,"EN"
"Tanzania","Squamata","Rhampholeon temporalis","East Usambara Pygmy Chameleon",172529,"EN"
"Tanzania","Squamata","Rhampholeon viridis","Pare Pygmy Chameleon",42760305,"EN"
"Tanzania","Sagittariidae","Sagittarius serpentarius","Secretarybird",22696221,"EN"
"Tanzania","Muscicapidae","Sheppardia aurantiithorax","Rubeho Akalat",22735022,"EN"
"Tanzania","Muscicapidae","Sheppardia montana","Usambara Akalat",22709659,"EN"
"Tanzania","Manidae","Smutsia temminckii","Temminck's Pangolin",12765,"VU"
"Tanzania","Muscicapidae","Swynnertonia swynnertoni","Swynnerton's Robin",22709616,"VU"
"Tanzania","Emballonuridae","Taphozous hildegardeae","Hildegarde's Tomb Bat",21456,"EN"
"Tanzania","Accipitridae","Terathopius ecaudatus","Bateleur",22695289,"EN"
"Tanzania","Accipitridae","Torgos tracheliotos","Lappet-faced Vulture",22695238,"EN"
"Tanzania","Accipitridae","Trigonoceps occipitalis","White-headed Vulture",22695250,"CR"
